src_port,dst_port,duration,total_bytes,receiving_bytes,sending_bytes,packets_rate,packets_len_rate,min_packets_len,max_packets_len,mean_packets_len,standard_deviation_packets_len,variance_packets_len,coefficient_of_variation_packets_len,dns_domain_name,dns_top_level_domain,dns_second_level_domain,dns_domain_name_length,dns_subdomain_name_length,uni_gram_domain_name,bi_gram_domain_name,tri_gram_domain_name,numerical_percentage,character_distribution,character_entropy,max_continuous_numeric_len,max_continuous_alphabet_len,max_continuous_consonants_len,max_continuous_same_alphabet_len,vowels_consonant_ratio,conv_freq_vowels_consonants,distinct_ttl_values,ttl_values_min,ttl_values_max,ttl_values_mean,ttl_values_mode,ttl_values_median,distinct_A_records,ans_resource_record_type,ans_resource_record_class,label_binary,label_protocol,label_technique
63908.0,53.0,0.0029,264.0,157.0,107.0,690.1364,91098.00543,107.0,157.0,132.0,25.0,625.0,0.18939,cdn.32e87d333f83.61366.dnsch.cobaltstrike-a.com.,com,cobaltstrike-a.com,48.0,3.0,"['c', 'd', 'n', '.', '3', '2', 'e', '8', '7', 'd', '3', '3', '3', 'f', '8', '3', '.', '6', '1', '3', '6', '6', '.', 'd', 'n', 's', 'c', 'h', '.', 'c', 'o', 'b', 'a', 'l', 't', 's', 't', 'r', 'i', 'k', 'e', '-', 'a', '.', 'c', 'o', 'm', '.']","['cd', 'dn', 'n.', '.3', '32', '2e', 'e8', '87', '7d', 'd3', '33', '33', '3f', 'f8', '83', '3.', '.6', '61', '13', '36', '66', '6.', '.d', 'dn', 'ns', 'sc', 'ch', 'h.', '.c', 'co', 'ob', 'ba', 'al', 'lt', 'ts', 'st', 'tr', 'ri', 'ik', 'ke', 'e-', '-a', 'a.', '.c', 'co', 'om', 'm.']","['cdn', 'dn.', 'n.3', '.32', '32e', '2e8', 'e87', '87d', '7d3', 'd33', '333', '33f', '3f8', 'f83', '83.', '3.6', '.61', '613', '136', '366', '66.', '6.d', '.dn', 'dns', 'nsc', 'sch', 'ch.', 'h.c', '.co', 'cob', 'oba', 'bal', 'alt', 'lts', 'tst', 'str', 'tri', 'rik', 'ike', 'ke-', 'e-a', '-a.', 'a.c', '.co', 'com', 'om.']",0.2916666666666667,"{'f': 1, 'k': 1, 'e': 2, '6': 3, 'i': 1, 'o': 2, '3': 6, '8': 2, 's': 2, 'd': 3, 'n': 2, 'c': 4, 'h': 1, '1': 1, 'b': 1, 'm': 1, 'r': 1, '2': 1, 'a': 2, '.': 6, 'l': 1, '-': 1, 't': 2, '7': 1}",4.282268229617389,5.0,12.0,5.0,1.0,0.35,0.2127659574468085,1.0,1.0,1.0,1.0,1.0,1.0,1.0,[1],[1],1,DNS,1
53728.0,53.0,0.00298,264.0,157.0,107.0,670.23074,88470.45829,107.0,157.0,132.0,25.0,625.0,0.18939,cdn.625f7d333f83.61366.dnsch.cobaltstrike-a.com.,com,cobaltstrike-a.com,48.0,3.0,"['c', 'd', 'n', '.', '6', '2', '5', 'f', '7', 'd', '3', '3', '3', 'f', '8', '3', '.', '6', '1', '3', '6', '6', '.', 'd', 'n', 's', 'c', 'h', '.', 'c', 'o', 'b', 'a', 'l', 't', 's', 't', 'r', 'i', 'k', 'e', '-', 'a', '.', 'c', 'o', 'm', '.']","['cd', 'dn', 'n.', '.6', '62', '25', '5f', 'f7', '7d', 'd3', '33', '33', '3f', 'f8', '83', '3.', '.6', '61', '13', '36', '66', '6.', '.d', 'dn', 'ns', 'sc', 'ch', 'h.', '.c', 'co', 'ob', 'ba', 'al', 'lt', 'ts', 'st', 'tr', 'ri', 'ik', 'ke', 'e-', '-a', 'a.', '.c', 'co', 'om', 'm.']","['cdn', 'dn.', 'n.6', '.62', '625', '25f', '5f7', 'f7d', '7d3', 'd33', '333', '33f', '3f8', 'f83', '83.', '3.6', '.61', '613', '136', '366', '66.', '6.d', '.dn', 'dns', 'nsc', 'sch', 'ch.', 'h.c', '.co', 'cob', 'oba', 'bal', 'alt', 'lts', 'tst', 'str', 'tri', 'rik', 'ike', 'ke-', 'e-a', '-a.', 'a.c', '.co', 'com', 'om.']",0.2916666666666667,"{'2': 1, 't': 2, 'k': 1, '-': 1, '5': 1, '6': 4, 'c': 4, 'f': 2, 'a': 2, '3': 5, 'i': 1, 'l': 1, 'b': 1, '7': 1, 'h': 1, 'o': 2, 'r': 1, 'd': 3, '.': 6, '1': 1, '8': 1, 'n': 2, 'e': 1, 's': 2, 'm': 1}",4.337581188618506,5.0,12.0,5.0,1.0,0.2857142857142857,0.2127659574468085,1.0,1.0,1.0,1.0,1.0,1.0,1.0,[1],[1],1,DNS,1
65191.0,53.0,0.00529,284.0,167.0,117.0,378.20595,53705.24509,117.0,167.0,142.0,25.0,625.0,0.17606,post.19a2c989a.19f70130529.64327.dnsch.cobaltstrike-a.com.,com,cobaltstrike-a.com,58.0,4.0,"['p', 'o', 's', 't', '.', '1', '9', 'a', '2', 'c', '9', '8', '9', 'a', '.', '1', '9', 'f', '7', '0', '1', '3', '0', '5', '2', '9', '.', '6', '4', '3', '2', '7', '.', 'd', 'n', 's', 'c', 'h', '.', 'c', 'o', 'b', 'a', 'l', 't', 's', 't', 'r', 'i', 'k', 'e', '-', 'a', '.', 'c', 'o', 'm', '.']","['po', 'os', 'st', 't.', '.1', '19', '9a', 'a2', '2c', 'c9', '98', '89', '9a', 'a.', '.1', '19', '9f', 'f7', '70', '01', '13', '30', '05', '52', '29', '9.', '.6', '64', '43', '32', '27', '7.', '.d', 'dn', 'ns', 'sc', 'ch', 'h.', '.c', 'co', 'ob', 'ba', 'al', 'lt', 'ts', 'st', 'tr', 'ri', 'ik', 'ke', 'e-', '-a', 'a.', '.c', 'co', 'om', 'm.']","['pos', 'ost', 'st.', 't.1', '.19', '19a', '9a2', 'a2c', '2c9', 'c98', '989', '89a', '9a.', 'a.1', '.19', '19f', '9f7', 'f70', '701', '013', '130', '305', '052', '529', '29.', '9.6', '.64', '643', '432', '327', '27.', '7.d', '.dn', 'dns', 'nsc', 'sch', 'ch.', 'h.c', '.co', 'cob', 'oba', 'bal', 'alt', 'lts', 'tst', 'str', 'tri', 'rik', 'ike', 'ke-', 'e-a', '-a.', 'a.c', '.co', 'com', 'om.']",0.3620689655172414,"{'d': 1, '1': 3, 'p': 1, 'h': 1, '0': 2, '-': 1, 'o': 3, '5': 1, '8': 1, 'r': 1, 'i': 1, '7': 2, '9': 5, 'l': 1, '2': 3, 'm': 1, 't': 3, '4': 1, '.': 7, 's': 3, 'a': 4, '3': 2, 'n': 1, 'e': 1, '6': 1, 'f': 1, 'k': 1, 'c': 4, 'b': 1}",4.529781642719686,8.0,12.0,5.0,1.0,0.45,0.2105263157894736,1.0,1.0,1.0,1.0,1.0,1.0,1.0,[1],[1],1,DNS,1
59694.0,53.0,0.00376,264.0,157.0,107.0,532.61003,70304.52419,107.0,157.0,132.0,25.0,625.0,0.18939,cdn.2b547d333f83.61366.dnsch.cobaltstrike-a.com.,com,cobaltstrike-a.com,48.0,3.0,"['c', 'd', 'n', '.', '2', 'b', '5', '4', '7', 'd', '3', '3', '3', 'f', '8', '3', '.', '6', '1', '3', '6', '6', '.', 'd', 'n', 's', 'c', 'h', '.', 'c', 'o', 'b', 'a', 'l', 't', 's', 't', 'r', 'i', 'k', 'e', '-', 'a', '.', 'c', 'o', 'm', '.']","['cd', 'dn', 'n.', '.2', '2b', 'b5', '54', '47', '7d', 'd3', '33', '33', '3f', 'f8', '83', '3.', '.6', '61', '13', '36', '66', '6.', '.d', 'dn', 'ns', 'sc', 'ch', 'h.', '.c', 'co', 'ob', 'ba', 'al', 'lt', 'ts', 'st', 'tr', 'ri', 'ik', 'ke', 'e-', '-a', 'a.', '.c', 'co', 'om', 'm.']","['cdn', 'dn.', 'n.2', '.2b', '2b5', 'b54', '547', '47d', '7d3', 'd33', '333', '33f', '3f8', 'f83', '83.', '3.6', '.61', '613', '136', '366', '66.', '6.d', '.dn', 'dns', 'nsc', 'sch', 'ch.', 'h.c', '.co', 'cob', 'oba', 'bal', 'alt', 'lts', 'tst', 'str', 'tri', 'rik', 'ike', 'ke-', 'e-a', '-a.', 'a.c', '.co', 'com', 'om.']",0.2916666666666667,"{'f': 1, 'k': 1, '6': 3, 'i': 1, 'e': 1, 'o': 2, '3': 5, '8': 1, 's': 2, 'd': 3, 'n': 2, 'c': 4, 'b': 2, '1': 1, 'h': 1, 'm': 1, 'r': 1, '5': 1, '2': 1, 'a': 2, '.': 6, 'l': 1, '4': 1, '-': 1, 't': 2, '7': 1}",4.4051876989901,5.0,12.0,5.0,1.0,0.2857142857142857,0.2127659574468085,1.0,1.0,1.0,1.0,1.0,1.0,1.0,[1],[1],1,DNS,1
52289.0,53.0,0.00383,264.0,157.0,107.0,522.71984,68999.01894,107.0,157.0,132.0,25.0,625.0,0.18939,cdn.415d7d333f83.61366.dnsch.cobaltstrike-a.com.,com,cobaltstrike-a.com,48.0,3.0,"['c', 'd', 'n', '.', '4', '1', '5', 'd', '7', 'd', '3', '3', '3', 'f', '8', '3', '.', '6', '1', '3', '6', '6', '.', 'd', 'n', 's', 'c', 'h', '.', 'c', 'o', 'b', 'a', 'l', 't', 's', 't', 'r', 'i', 'k', 'e', '-', 'a', '.', 'c', 'o', 'm', '.']","['cd', 'dn', 'n.', '.4', '41', '15', '5d', 'd7', '7d', 'd3', '33', '33', '3f', 'f8', '83', '3.', '.6', '61', '13', '36', '66', '6.', '.d', 'dn', 'ns', 'sc', 'ch', 'h.', '.c', 'co', 'ob', 'ba', 'al', 'lt', 'ts', 'st', 'tr', 'ri', 'ik', 'ke', 'e-', '-a', 'a.', '.c', 'co', 'om', 'm.']","['cdn', 'dn.', 'n.4', '.41', '415', '15d', '5d7', 'd7d', '7d3', 'd33', '333', '33f', '3f8', 'f83', '83.', '3.6', '.61', '613', '136', '366', '66.', '6.d', '.dn', 'dns', 'nsc', 'sch', 'ch.', 'h.c', '.co', 'cob', 'oba', 'bal', 'alt', 'lts', 'tst', 'str', 'tri', 'rik', 'ike', 'ke-', 'e-a', '-a.', 'a.c', '.co', 'com', 'om.']",0.2916666666666667,"{'f': 1, 'k': 1, '6': 3, 'i': 1, 'e': 1, 'o': 2, '3': 5, '8': 1, 's': 2, 'd': 4, 'n': 2, 'c': 4, 'h': 1, '1': 2, 'b': 1, 'm': 1, 'r': 1, '5': 1, 'a': 2, '.': 6, 'l': 1, '4': 1, '-': 1, 't': 2, '7': 1}",4.337581188618506,5.0,12.0,5.0,1.0,0.2857142857142857,0.2127659574468085,1.0,1.0,1.0,1.0,1.0,1.0,1.0,[1],[1],1,DNS,1
65348.0,53.0,0.00271,264.0,157.0,107.0,737.97906,97413.23621,107.0,157.0,132.0,25.0,625.0,0.18939,cdn.3fd17d333f83.61366.dnsch.cobaltstrike-a.com.,com,cobaltstrike-a.com,48.0,3.0,"['c', 'd', 'n', '.', '3', 'f', 'd', '1', '7', 'd', '3', '3', '3', 'f', '8', '3', '.', '6', '1', '3', '6', '6', '.', 'd', 'n', 's', 'c', 'h', '.', 'c', 'o', 'b', 'a', 'l', 't', 's', 't', 'r', 'i', 'k', 'e', '-', 'a', '.', 'c', 'o', 'm', '.']","['cd', 'dn', 'n.', '.3', '3f', 'fd', 'd1', '17', '7d', 'd3', '33', '33', '3f', 'f8', '83', '3.', '.6', '61', '13', '36', '66', '6.', '.d', 'dn', 'ns', 'sc', 'ch', 'h.', '.c', 'co', 'ob', 'ba', 'al', 'lt', 'ts', 'st', 'tr', 'ri', 'ik', 'ke', 'e-', '-a', 'a.', '.c', 'co', 'om', 'm.']","['cdn', 'dn.', 'n.3', '.3f', '3fd', 'fd1', 'd17', '17d', '7d3', 'd33', '333', '33f', '3f8', 'f83', '83.', '3.6', '.61', '613', '136', '366', '66.', '6.d', '.dn', 'dns', 'nsc', 'sch', 'ch.', 'h.c', '.co', 'cob', 'oba', 'bal', 'alt', 'lts', 'tst', 'str', 'tri', 'rik', 'ike', 'ke-', 'e-a', '-a.', 'a.c', '.co', 'com', 'om.']",0.2708333333333333,"{'t': 2, 'k': 1, '-': 1, '6': 3, 'c': 4, 'f': 2, 'a': 2, '3': 6, 'i': 1, 'l': 1, 'b': 1, '7': 1, 'h': 1, 'o': 2, 'r': 1, 'd': 4, '.': 6, '1': 2, '8': 1, 'n': 2, 'e': 1, 's': 2, 'm': 1}",4.214661719245795,5.0,12.0,5.0,1.0,0.2727272727272727,0.2127659574468085,1.0,1.0,1.0,1.0,1.0,1.0,1.0,[1],[1],1,DNS,1
65336.0,53.0,0.00559,264.0,157.0,107.0,357.78418,47227.51241,107.0,157.0,132.0,25.0,625.0,0.18939,cdn.45a87d333f83.61366.dnsch.cobaltstrike-a.com.,com,cobaltstrike-a.com,48.0,3.0,"['c', 'd', 'n', '.', '4', '5', 'a', '8', '7', 'd', '3', '3', '3', 'f', '8', '3', '.', '6', '1', '3', '6', '6', '.', 'd', 'n', 's', 'c', 'h', '.', 'c', 'o', 'b', 'a', 'l', 't', 's', 't', 'r', 'i', 'k', 'e', '-', 'a', '.', 'c', 'o', 'm', '.']","['cd', 'dn', 'n.', '.4', '45', '5a', 'a8', '87', '7d', 'd3', '33', '33', '3f', 'f8', '83', '3.', '.6', '61', '13', '36', '66', '6.', '.d', 'dn', 'ns', 'sc', 'ch', 'h.', '.c', 'co', 'ob', 'ba', 'al', 'lt', 'ts', 'st', 'tr', 'ri', 'ik', 'ke', 'e-', '-a', 'a.', '.c', 'co', 'om', 'm.']","['cdn', 'dn.', 'n.4', '.45', '45a', '5a8', 'a87', '87d', '7d3', 'd33', '333', '33f', '3f8', 'f83', '83.', '3.6', '.61', '613', '136', '366', '66.', '6.d', '.dn', 'dns', 'nsc', 'sch', 'ch.', 'h.c', '.co', 'cob', 'oba', 'bal', 'alt', 'lts', 'tst', 'str', 'tri', 'rik', 'ike', 'ke-', 'e-a', '-a.', 'a.c', '.co', 'com', 'om.']",0.2916666666666667,"{'f': 1, 'k': 1, '6': 3, 'i': 1, 'e': 1, 'o': 2, '3': 5, '8': 2, 's': 2, 'd': 3, 'n': 2, 'c': 4, 'h': 1, '1': 1, 'b': 1, 'm': 1, 'r': 1, '5': 1, 'a': 3, '.': 6, 'l': 1, '4': 1, '-': 1, 't': 2, '7': 1}",4.347794209361695,5.0,12.0,5.0,1.0,0.35,0.2127659574468085,1.0,1.0,1.0,1.0,1.0,1.0,1.0,[1],[1],1,DNS,1
51882.0,53.0,0.00321,264.0,157.0,107.0,622.66983,82192.41805,107.0,157.0,132.0,25.0,625.0,0.18939,cdn.436d7d333f83.61366.dnsch.cobaltstrike-a.com.,com,cobaltstrike-a.com,48.0,3.0,"['c', 'd', 'n', '.', '4', '3', '6', 'd', '7', 'd', '3', '3', '3', 'f', '8', '3', '.', '6', '1', '3', '6', '6', '.', 'd', 'n', 's', 'c', 'h', '.', 'c', 'o', 'b', 'a', 'l', 't', 's', 't', 'r', 'i', 'k', 'e', '-', 'a', '.', 'c', 'o', 'm', '.']","['cd', 'dn', 'n.', '.4', '43', '36', '6d', 'd7', '7d', 'd3', '33', '33', '3f', 'f8', '83', '3.', '.6', '61', '13', '36', '66', '6.', '.d', 'dn', 'ns', 'sc', 'ch', 'h.', '.c', 'co', 'ob', 'ba', 'al', 'lt', 'ts', 'st', 'tr', 'ri', 'ik', 'ke', 'e-', '-a', 'a.', '.c', 'co', 'om', 'm.']","['cdn', 'dn.', 'n.4', '.43', '436', '36d', '6d7', 'd7d', '7d3', 'd33', '333', '33f', '3f8', 'f83', '83.', '3.6', '.61', '613', '136', '366', '66.', '6.d', '.dn', 'dns', 'nsc', 'sch', 'ch.', 'h.c', '.co', 'cob', 'oba', 'bal', 'alt', 'lts', 'tst', 'str', 'tri', 'rik', 'ike', 'ke-', 'e-a', '-a.', 'a.c', '.co', 'com', 'om.']",0.2916666666666667,"{'t': 2, 'k': 1, '-': 1, '6': 4, 'c': 4, 'f': 1, 'a': 2, '4': 1, '3': 6, 'i': 1, 'l': 1, 'b': 1, '7': 1, 'h': 1, 'o': 2, 'r': 1, 'd': 4, '.': 6, '1': 1, '8': 1, 'n': 2, 'e': 1, 's': 2, 'm': 1}",4.230388542207534,5.0,12.0,5.0,1.0,0.2857142857142857,0.2127659574468085,1.0,1.0,1.0,1.0,1.0,1.0,1.0,[1],[1],1,DNS,1
54226.0,53.0,0.00761,262.0,156.0,106.0,262.71047,34415.0715,106.0,156.0,131.0,25.0,625.0,0.19084,cdn.5617d333f83.61366.dnsch.cobaltstrike-a.com.,com,cobaltstrike-a.com,47.0,3.0,"['c', 'd', 'n', '.', '5', '6', '1', '7', 'd', '3', '3', '3', 'f', '8', '3', '.', '6', '1', '3', '6', '6', '.', 'd', 'n', 's', 'c', 'h', '.', 'c', 'o', 'b', 'a', 'l', 't', 's', 't', 'r', 'i', 'k', 'e', '-', 'a', '.', 'c', 'o', 'm', '.']","['cd', 'dn', 'n.', '.5', '56', '61', '17', '7d', 'd3', '33', '33', '3f', 'f8', '83', '3.', '.6', '61', '13', '36', '66', '6.', '.d', 'dn', 'ns', 'sc', 'ch', 'h.', '.c', 'co', 'ob', 'ba', 'al', 'lt', 'ts', 'st', 'tr', 'ri', 'ik', 'ke', 'e-', '-a', 'a.', '.c', 'co', 'om', 'm.']","['cdn', 'dn.', 'n.5', '.56', '561', '617', '17d', '7d3', 'd33', '333', '33f', '3f8', 'f83', '83.', '3.6', '.61', '613', '136', '366', '66.', '6.d', '.dn', 'dns', 'nsc', 'sch', 'ch.', 'h.c', '.co', 'cob', 'oba', 'bal', 'alt', 'lts', 'tst', 'str', 'tri', 'rik', 'ike', 'ke-', 'e-a', '-a.', 'a.c', '.co', 'com', 'om.']",0.2978723404255319,"{'f': 1, 'k': 1, '6': 4, 'i': 1, 'e': 1, 'o': 2, '3': 5, '8': 1, 's': 2, 'd': 3, 'n': 2, 'c': 4, 'h': 1, '1': 2, 'b': 1, 'm': 1, 'r': 1, '5': 1, 'a': 2, '.': 6, 'l': 1, '-': 1, 't': 2, '7': 1}",4.280667511657909,5.0,12.0,5.0,1.0,0.3,0.217391304347826,1.0,1.0,1.0,1.0,1.0,1.0,1.0,[1],[1],1,DNS,1
58628.0,53.0,0.00907,264.0,157.0,107.0,220.45697,29100.31947,107.0,157.0,132.0,25.0,625.0,0.18939,cdn.60a27d333f83.61366.dnsch.cobaltstrike-a.com.,com,cobaltstrike-a.com,48.0,3.0,"['c', 'd', 'n', '.', '6', '0', 'a', '2', '7', 'd', '3', '3', '3', 'f', '8', '3', '.', '6', '1', '3', '6', '6', '.', 'd', 'n', 's', 'c', 'h', '.', 'c', 'o', 'b', 'a', 'l', 't', 's', 't', 'r', 'i', 'k', 'e', '-', 'a', '.', 'c', 'o', 'm', '.']","['cd', 'dn', 'n.', '.6', '60', '0a', 'a2', '27', '7d', 'd3', '33', '33', '3f', 'f8', '83', '3.', '.6', '61', '13', '36', '66', '6.', '.d', 'dn', 'ns', 'sc', 'ch', 'h.', '.c', 'co', 'ob', 'ba', 'al', 'lt', 'ts', 'st', 'tr', 'ri', 'ik', 'ke', 'e-', '-a', 'a.', '.c', 'co', 'om', 'm.']","['cdn', 'dn.', 'n.6', '.60', '60a', '0a2', 'a27', '27d', '7d3', 'd33', '333', '33f', '3f8', 'f83', '83.', '3.6', '.61', '613', '136', '366', '66.', '6.d', '.dn', 'dns', 'nsc', 'sch', 'ch.', 'h.c', '.co', 'cob', 'oba', 'bal', 'alt', 'lts', 'tst', 'str', 'tri', 'rik', 'ike', 'ke-', 'e-a', '-a.', 'a.c', '.co', 'com', 'om.']",0.2916666666666667,"{'2': 1, 't': 2, 'k': 1, '-': 1, '6': 4, 'c': 4, 'a': 3, 'f': 1, '3': 5, 'i': 1, 'l': 1, 'b': 1, '7': 1, 'h': 1, 'o': 2, '0': 1, 'r': 1, 'd': 3, '.': 6, '1': 1, '8': 1, 'n': 2, 'e': 1, 's': 2, 'm': 1}",4.321854365656767,5.0,12.0,5.0,1.0,0.35,0.2127659574468085,1.0,1.0,1.0,1.0,1.0,1.0,1.0,[1],[1],1,DNS,1
